SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-8-2022,Single Family Residential,26531 Bridlewood Dr,Laguna Hills,CA,92653,1787500,4,3,S2 - Laguna Hills,3070,9900,1989,,582,130,Sold,,,https://www.redfin.com/CA/Laguna-Hills/26531-Bridlewood-Dr-92653/home/4865072,CRMLS,OC22179784,N,Y,33.5774234,-117.6786417
PAST SALE,June-11-2024,Condo/Co-op,76 Culp Ct,Buena Park,CA,90621,865000,4,2.5,Other (OTHR),1877,,2010,,461,365,Sold,,,https://www.redfin.com/CA/Buena-Park/76-Culp-Ct-90621/home/40101029,CRMLS,OC24088002,N,Y,33.8756818,-117.9887901
PAST SALE,January-31-2022,Single Family Residential,3484 Wimbledon Way,Costa Mesa,CA,92626,1300000,3,2,C3 - South Coast Metro,1755,4725,1981,,741,170,Sold,,,https://www.redfin.com/CA/Costa-Mesa/3484-Wimbledon-Way-92626/home/4532198,CRMLS,OC22006566,N,Y,33.6952173,-117.9037255
PAST SALE,September-18-2023,Condo/Co-op,452 N Bloomberry Unit A,Orange,CA,92869,840000,3,2.5,"72 - Orange & Garden Grove, E of Harbor, N of 22 F",1683,,1999,,499,300,Sold,,,https://www.redfin.com/CA/Orange/452-N-Bloomberry-92869/unit-A/home/5799438,CRMLS,OC23145164,N,Y,33.7942011,-117.8188678
PAST SALE,May-1-2023,Condo/Co-op,25551 Indian Hill Ln Unit L,Laguna Hills,CA,92653,580000,2,2,S2 - Laguna Hills,1029,,1984,,564,424,Sold,,,https://www.redfin.com/CA/Laguna-Hills/25551-Indian-Hill-Ln-92653/unit-L/home/7214800,CRMLS,OC23056033,N,Y,33.5910131,-117.7093897
PAST SALE,July-15-2022,Single Family Residential,2582 N Skytop Ct,Orange,CA,92867,1475000,4,2.5,"75 - Orange, Orange Park Acres E of 55",2557,11385,2002,,577,94,Sold,,,https://www.redfin.com/CA/Orange/2582-N-Skytop-Ct-92867/home/5853678,CRMLS,OC22137235,N,Y,33.8316311,-117.7729724
PAST SALE,July-24-2023,Single Family Residential,766 Casner Way,Brea,CA,92821,1130000,4,4,86 - Brea,2661,4650,2004,,425,155,Sold,,,https://www.redfin.com/CA/Brea/766-Casner-Way-92821/home/5922130,CRMLS,OC23103903,N,Y,33.9322143,-117.9081248
PAST SALE,January-14-2022,Single Family Residential,8400 E Foothill St,Anaheim Hills,CA,92808,1040000,4,2,77 - Anaheim Hills,2018,7800,1984,,515,72,Sold,,,https://www.redfin.com/CA/Anaheim/8400-E-Foothill-St-92808/home/4290032,CRMLS,OC21258180,N,Y,33.8650202,-117.7380016
PAST SALE,April-11-2022,Single Family Residential,6643 E San Marcos Ct,Orange,CA,92867,1525000,4,3,"72 - Orange & Garden Grove, E of Harbor, N of 22 F",3211,5376,2001,,475,94,Sold,,,https://www.redfin.com/CA/Orange/6643-E-San-Marcos-Ct-92867/home/5764141,CRMLS,OC22046337,N,Y,33.8273073,-117.7828975
PAST SALE,October-18-2021,Condo/Co-op,20171 Sealpoint Ln #107,Huntington Beach,CA,92646,690000,2,2,14 - South Huntington Beach,1174,,1999,,588,682,Sold,,,https://www.redfin.com/CA/Huntington-Beach/20171-Sealpoint-Ln-92646/unit-107/home/5794714,CRMLS,OC21218725,N,Y,33.6698505,-117.9866505
PAST SALE,May-16-2022,Single Family Residential,130 Lilac Ln,Brea,CA,92823,1411500,4,3,86 - Brea,2522,14700,1969,,560,,Sold,,,https://www.redfin.com/CA/Brea/130-Lilac-Ln-92823/home/4141619,CRMLS,OC22078992,N,Y,33.9282049,-117.8057037
PAST SALE,December-27-2021,Single Family Residential,16 Barnes Rd,Tustin,CA,92782,1485000,4,3,71 - Tustin,2429,5421,2015,,611,290,Sold,,,https://www.redfin.com/CA/Tustin/16-Barnes-Rd-92782/home/105485734,CRMLS,OC21262413,N,Y,33.7007663,-117.8179883
PAST SALE,April-4-2024,Condo/Co-op,24057 Vista Corona,Dana Point,CA,92629,725000,2,2,Dana Point,844,,1974,,859,691,Sold,,,https://www.redfin.com/CA/Dana-Point/24057-Vista-Corona-92629/home/5411163,SDMLS,240003997,N,Y,33.4759699,-117.705383
PAST SALE,April-4-2022,Condo/Co-op,26176 Sanz Unit C,Mission Viejo,CA,92691,395500,1,1,MN - Mission Viejo North,473,,1985,,836,407,Sold,,,https://www.redfin.com/CA/Mission-Viejo/26176-Sanz-92691/unit-C/home/5304547,CRMLS,OC22053410,N,Y,33.6228708,-117.6733694
PAST SALE,March-10-2023,Single Family Residential,3710 W Kingsway Ave,Anaheim,CA,92804,768000,3,1.5,79 - Anaheim West of Harbor,1032,6045,1960,,744,,Sold,,,https://www.redfin.com/CA/Anaheim/3710-W-Kingsway-Ave-92804/home/3666253,CRMLS,OC23020661,N,Y,33.8119023,-118.0166632
PAST SALE,April-28-2022,Condo/Co-op,16 Southside Ct,Aliso Viejo,CA,92656,865000,3,2.5,AV - Aliso Viejo,1318,,1995,,656,167,Sold,,,https://www.redfin.com/CA/Aliso-Viejo/16-Southside-Ct-92656/home/5612253,CRMLS,OC22063309,N,Y,33.566534,-117.7346401
PAST SALE,April-12-2022,Single Family Residential,277 Radial,Irvine,CA,92618,2200000,5,5,GP - Great Park,2925,5112,2016,,752,215,Sold,,,https://www.redfin.com/CA/Irvine/277-Radial-92618/home/105486647,CRMLS,OC22057464,N,Y,33.6901521,-117.7297089
